name;abbr;state;year;fips;vmt;fatalityrate;sb_useage;speed65;speed70;drinkage21;ba08;income;age;primary;secondary;l_income
Kansas;KS;17;1989;20;21913;0.019531785;0.519999981;1;0;1;0;16802;35.47808075;0;1;9.729253206
Kansas;KS;17;1990;20;22849;0.019431923;0.578000009;1;0;1;0;17940;35.59708023;0;1;9.794788136
Kansas;KS;17;1991;20;23186;0.017639956;0.634999991;1;0;1;0;18492;35.60046768;0;1;9.825093485
Kansas;KS;17;1992;20;24163;0.016016223;0.703000009;1;0;1;0;19447;35.71392059;0;1;9.875448096
Kansas;KS;17;1993;20;24115;0.017748289;0.699999988;1;0;1;1;20048;35.79610062;0;1;9.905884677
Kansas;KS;17;1994;20;24678;0.017910689;0.699999988;1;0;1;1;20638;35.86905289;0;1;9.934889316
Kansas;KS;17;1995;20;25153;0.017572457;0.540000022;1;1;1;1;21481;36.01546478;0;1;9.974924102
Kansas;KS;17;1996;20;25942;0.018888289;0.540000022;1;1;1;1;22707;36.13587952;0;1;10.03042853
Kansas;KS;17;1997;20;26524;0.018172221;0.560000002;1;1;1;1;23972;36.16293335;0;1;10.08464176
Kentucky;KY;18;1983;21;26719;0.029117856;0.059999999;0;0;1;0;9696;34.01682281;0;0;9.179468708
Kentucky;KY;18;1984;21;27951;0.026975779;0.07;0;0;1;0;10838;34.19585419;0;0;9.290813756
Kentucky;KY;18;1985;21;28520;0.024964936;0.090000004;0;0;1;0;11278;34.39881134;0;0;9.330609204
Kentucky;KY;18;1986;21;29252;0.027519485;0.129999995;0;0;1;0;11715;34.62643814;0;0;9.368625351
Kentucky;KY;18;1987;21;30320;0.027836412;0.209999993;1;0;1;0;12441;34.87771225;0;0;9.428752749
Kentucky;KY;18;1988;21;31614;0.026507244;NA;1;0;1;0;13187;35.12829971;0;0;9.486986775
Kentucky;KY;18;1989;21;32165;0.024001245;0.259999991;1;0;1;0;14204;35.33683777;0;0;9.561278894
Kentucky;KY;18;1990;21;33639;0.025238562;0.319999993;1;0;1;0;15085;35.59313965;0;0;9.621456152
Kentucky;KY;18;1991;21;35213;0.023457246;0.389999986;1;0;1;0;15719;35.6681633;0;0;9.662625451
Kentucky;KY;18;1992;21;38062;0.021412432;0.409999996;1;0;1;0;16677;35.79183197;0;0;9.721785804
Kentucky;KY;18;1993;21;39598;0.02199606;0.419999987;1;0;1;0;17207;35.91676331;0;0;9.753071557
Kentucky;KY;18;1994;21;39822;0.019536939;0.579999983;1;0;1;0;17872;35.99732971;0;1;9.790990521
Kentucky;KY;18;1995;21;41095;0.020659447;0.540000022;1;0;1;0;18601;36.15644836;0;1;9.830970622
Kentucky;KY;18;1996;21;42586;0.019771757;0.550000012;1;0;1;0;19475;36.31981277;0;1;9.876886871
Kentucky;KY;18;1997;21;44762;0.019145705;0.540000022;1;0;1;0;20570;36.36816788;0;1;9.931588983
Louisiana;LA;19;1983;22;27573;0.033837449;NA;0;0;0;0;10724;32.13996124;0;0;9.280239499
Louisiana;LA;19;1984;22;31588;0.030422945;NA;0;0;0;0;11421;32.27105331;0;0;9.343209045
Louisiana;LA;19;1985;22;33365;0.027903492;NA;0;0;0;0;11876;32.40501022;0;0;9.382274836
Louisiana;LA;19;1986;22;29861;0.031211279;0.119999997;0;0;0;0;11802;32.64546204;0;0;9.376024288
Louisiana;LA;19;1987;22;30599;0.026994346;0.349999994;1;0;1;0;12010;32.88427353;0;1;9.393494915
Louisiana;LA;19;1988;22;34682;0.026670896;0.360000014;1;0;1;0;12829;33.09140778;0;1;9.459463512
Louisiana;LA;19;1989;22;37914;0.023157673;0.409999996;1;0;1;0;13620;33.34372711;0;1;9.51929458
Louisiana;LA;19;1990;22;37667;0.025459951;0.430000007;1;0;1;0;14773;33.88932037;0;1;9.600556469
Louisiana;LA;19;1991;22;34710;0.024834342;0.419999987;1;0;1;0;15593;33.91446304;0;1;9.654577375
Louisiana;LA;19;1992;22;33853;0.026171979;0.5;1;0;1;0;16381;34.04680634;0;1;9.703877406
Louisiana;LA;19;1993;22;36351;0.024153393;0.479999989;1;0;1;0;17133;34.21113586;0;1;9.748761707
Louisiana;LA;19;1994;22;37430;0.022522042;0.5;1;0;1;0;18086;34.33135986;0;1;9.802893437
Louisiana;LA;19;1995;22;38647;0.023132455;0.589999974;1;0;1;0;18826;34.4989357;0;1;9.842994172
Louisiana;LA;19;1996;22;38095;0.023677647;0.629999995;1;0;1;0;19609;34.71261978;0;1;9.883743923
Louisiana;LA;19;1997;22;38840;0.023970135;0.670000017;1;0;1;0;20458;34.90412903;0;1;9.926129283
Massachusetts;MA;20;1983;25;37541;0.01734104;NA;0;0;0;0;14009;35.90611267;0;0;9.547455259
Massachusetts;MA;20;1984;25;38540;0.017280748;NA;0;0;0;0;15703;36.01557922;0;0;9.661607056
Massachusetts;MA;20;1985;25;39696;0.018692059;0.200000003;0;0;1;0;16842;36.08628082;0;0;9.731631046
Massachusetts;MA;20;1986;25;40745;0.018456252;0.349999994;0;0;1;0;18100;36.1364212;0;0;9.803667217
Massachusetts;MA;20;1987;25;42305;0.016286491;0.259999991;0;0;1;0;19600;36.20314789;0;0;9.883284845
Massachusetts;MA;20;1988;25;43334;0.016730512;NA;0;0;1;0;21417;36.25172424;0;0;9.971940278
Massachusetts;MA;20;1989;25;46214;0.015060372;0.289999992;0;0;1;0;22634;36.26585007;0;0;10.02720848
Massachusetts;MA;20;1990;25;46130;0.01311511;0.300000012;0;0;1;0;23210;36.4620285;0;0;10.0523385
Massachusetts;MA;20;1991;25;46537;0.011861529;0.360000014;1;0;1;0;23590;36.54250336;0;0;10.06857817
Massachusetts;MA;20;1992;25;47348;0.010243305;0.340000004;1;0;1;0;24538;36.73239517;0;0;10.10797822
Massachusetts;MA;20;1993;25;46684;0.010174792;0.340000004;1;0;1;0;25333;36.84069443;0;0;10.13986317
Massachusetts;MA;20;1994;25;46990;0.009363694;0.519999981;1;0;1;0;26433;36.95366287;0;1;10.18236851
Massachusetts;MA;20;1995;25;48053;0.009239798;0.529999971;1;0;1;0;28097;37.0994873;0;1;10.24341809
Massachusetts;MA;20;1996;25;49956;0.008327328;0.540000022;1;0;1;0;29591;37.25540543;0;1;10.29522554
Massachusetts;MA;20;1997;25;50468;0.00873821;0.529999971;1;0;1;0;31239;37.38256073;0;1;10.34942259
Maryland;MD;21;1983;24;30618;0.021425305;NA;0;0;1;0;13852;34.26184464;0;0;9.536184906
Maryland;MD;21;1984;24;31702;0.020282632;NA;0;0;1;0;15279;34.40426636;0;0;9.634234616
Maryland;MD;21;1985;24;33337;0.021867594;0.180000007;0;0;1;0;16454;34.54468918;0;0;9.708323888
Maryland;MD;21;1986;24;35208;0.022267666;0.550000012;0;0;1;0;17461;34.63835526;0;1;9.767725102
Maryland;MD;21;1987;24;36493;0.022305647;0.560000002;1;0;1;0;18665;34.72747803;0;1;9.834405391
Maryland;MD;21;1988;24;37498;0.020827778;0.569999993;1;0;1;0;20079;34.75935745;0;1;9.907429772
Maryland;MD;21;1989;24;38922;0.018652691;0.620000005;1;0;1;0;21469;34.82172394;0;1;9.974365313
Maryland;MD;21;1990;24;40536;0.017441288;0.649999976;1;0;1;0;22482;35.06430054;0;1;10.02047027
Maryland;MD;21;1991;24;41349;0.01678396;0.670000017;1;0;1;0;22877;35.12738037;0;1;10.03788732
Maryland;MD;21;1992;24;41896;0.015729426;0.670000017;1;0;1;0;23548;35.29244995;0;1;10.06679617
Maryland;MD;21;1993;24;43311;0.015377156;0.699999988;1;0;1;0;24283;35.40979767;0;1;10.0975318
Maryland;MD;21;1994;24;44165;0.014740179;0.699999988;1;0;1;0;25329;35.55339813;0;1;10.13970526
Maryland;MD;21;1995;24;44882;0.014950315;0.699999988;1;0;1;0;26141;35.67638779;0;1;10.17126024
Maryland;MD;21;1996;24;46187;0.013163878;0.699999988;1;0;1;0;27298;35.89208603;0;1;10.21456872
Maryland;MD;21;1997;24;46609;0.013109056;0.709999979;1;0;1;0;28674;35.99752426;0;1;10.26374607
Maine;ME;22;1983;23;7924;0.028268552;NA;0;0;0;0;10431;35.13854599;0;0;9.252537421
Maine;ME;22;1984;23;9345;0.024826109;NA;0;0;0;0;11500;35.31762695;0;0;9.350102314
Maine;ME;22;1985;23;9277;0.022205455;NA;0;0;1;0;12301;35.45526505;0;0;9.417435839
Maine;ME;22;1986;23;10022;0.021353023;NA;0;0;1;0;13272;35.58822632;0;0;9.493411832
Maine;ME;22;1987;23;10766;0.021549322;NA;1;0;1;0;14392;35.73558426;0;0;9.574427776
Maine;ME;22;1988;23;11401;0.022454171;NA;1;0;1;1;15537;35.83998871;0;0;9.650979555
Maine;ME;22;1989;23;11739;0.016526111;NA;1;0;1;1;16618;35.93143463;0;0;9.718241724
Maine;ME;22;1990;23;11871;0.017942887;0.349999994;1;0;1;1;17159;36.07067108;0;0;9.750278096
Maine;ME;22;1991;23;11849;0.017301038;0.360000014;1;0;1;1;17300;36.1796875;0;0;9.75846178
Maine;ME;22;1992;23;12151;0.01761172;0.360000014;1;0;1;1;18008;36.43003082;0;0;9.798571383
Maine;ME;22;1993;23;12182;0.015186341;0.360000014;1;0;1;1;18463;36.62062836;0;0;9.823524008
Maine;ME;22;1994;23;12469;0.015077392;0.360000014;1;0;1;1;19190;36.82917023;0;0;9.862144589
Maine;ME;22;1995;23;12589;0.014854237;0.5;1;0;1;1;19995;37.07215881;0;0;9.903237521
Maine;ME;22;1996;23;12819;0.013183556;0.5;1;0;1;1;20948;37.31929398;0;1;9.949798455
Maine;ME;22;1997;23;13245;0.014496036;0.610000014;1;0;1;1;21937;37.59043503;0;1;9.995929988
Michigan;MI;23;1983;26;60855;0.02159231;NA;0;0;1;0;12143;33.73694992;0;0;9.404508151
Michigan;MI;23;1984;26;63470;0.024121633;0.194999993;0;0;1;0;13460;33.97589111;0;0;9.507477603
Michigan;MI;23;1985;26;67402;0.022922168;0.259999991;0;0;1;0;14540;34.16784668;0;0;9.584658751
Michigan;MI;23;1986;26;71981;0.02229755;0.463;0;0;1;0;15338;34.33911133;0;1;9.638088688
Michigan;MI;23;1987;26;75706;0.021160806;0.46450001;1;0;1;0;15899;34.51496124;0;1;9.674011493
Michigan;MI;23;1988;26;77899;0.021925828;0.479999989;1;0;1;0;16950;34.65726089;0;1;9.738023113
Michigan;MI;23;1989;26;79890;0.020515708;0.467000008;1;0;1;0;17987;34.77060318;0;1;9.797404554
Michigan;MI;23;1990;26;81091;0.019373296;0.51700002;1;0;1;0;18699;34.96533203;0;1;9.836225325
Michigan;MI;23;1991;26;81935;0.017343016;0.639999986;1;0;1;0;19022;35.04848862;0;1;9.853351483
Michigan;MI;23;1992;26;84219;0.015435947;0.55400002;1;0;1;0;19861;35.2481041;0;1;9.896513289
Michigan;MI;23;1993;26;85686;0.016502112;0.639999986;1;0;1;0;20939;35.38850403;0;1;9.949368728
Michigan;MI;23;1994;26;85183;0.016681733;0.635999978;1;0;1;0;22338;35.55833817;0;1;10.01404454
Michigan;MI;23;1995;26;85703;0.017852351;0.655999959;1;0;1;0;23407;35.70993042;0;1;10.0607904
Michigan;MI;23;1996;26;90215;0.01668237;0.671999991;1;0;1;0;23996;35.87500381;0;1;10.08564243
Michigan;MI;23;1997;26;91755;0.01575936;0.680999994;1;0;1;0;24956;35.99913406;0;1;10.12486955
Minnesota;MN;24;1983;27;31063;0.017866915;NA;0;0;0;0;12310;34.21224976;0;0;9.418167219
Minnesota;MN;24;1984;27;31826;0.018286936;NA;0;0;0;0;13975;34.37518692;0;0;9.545025298
Minnesota;MN;24;1985;27;32688;0.018600099;0.200000003;0;0;0;0;14756;34.49310684;0;0;9.599405059
Minnesota;MN;24;1986;27;33806;0.016890492;0.330000013;0;0;1;0;15526;34.62694168;0;1;9.650271317
Minnesota;MN;24;1987;27;35167;0.015070947;0.319999993;1;0;1;0;16479;34.76574326;0;1;9.709842122
Minnesota;MN;24;1988;27;36447;0.016791506;0.469999999;1;0;1;0;17115;34.83434296;0;1;9.747710551
Minnesota;MN;24;1989;27;37393;0.016152756;0.439999998;1;0;1;0;18404;34.89287567;0;1;9.820323311
Minnesota;MN;24;1990;27;38946;0.014532943;0.469999999;1;0;1;0;19348;35.001297;0;1;9.870344334
Minnesota;MN;24;1991;27;39254;0.013527283;0.529999971;1;0;1;0;19845;35.07299805;0;1;9.895707365
Minnesota;MN;24;1992;27;41162;0.01411496;0.509999991;1;0;1;0;21126;35.17263794;0;1;9.958259788
Minnesota;MN;24;1993;27;42214;0.012744587;0.550000012;1;0;1;0;21488;35.28432083;0;1;9.975249919
Minnesota;MN;24;1994;27;43317;0.014913313;0.569999993;1;0;1;0;22802;35.40265274;0;1;10.03460353
Minnesota;MN;24;1995;27;44072;0.013546016;0.649999976;1;0;1;0;23736;35.54664993;0;1;10.07474816
Minnesota;MN;24;1996;27;44465;0.012954009;0.639999986;1;0;1;0;25235;35.68920898;0;1;10.1359872
Minnesota;MN;24;1997;27;48350;0.012409514;0.649999976;1;0;1;0;26243;35.77662277;0;1;10.17515457
Missouri;MO;25;1983;29;36543;0.024929535;NA;0;0;1;0;11647;35.47117233;0;0;9.362803915
Missouri;MO;25;1984;29;38535;0.02509407;NA;0;0;1;0;12860;35.54534531;0;0;9.461876998
Missouri;MO;25;1985;29;39284;0.023699217;NA;0;0;1;0;13737;35.62744522;0;0;9.527848201
Missouri;MO;25;1986;29;41571;0.027158355;NA;0;0;1;0;14383;35.72843552;0;1;9.573802233
Missouri;MO;25;1987;29;43379;0.024089998;NA;1;0;1;0;15084;35.8514595;0;1;9.621389858
Missouri;MO;25;1988;29;45573;0.024202928;NA;1;0;1;0;15909;35.95019913;0;1;9.674640266
Missouri;MO;25;1989;29;48087;0.021877015;NA;1;0;1;0;16961;36.05951309;0;1;9.73867187
Missouri;MO;25;1990;29;50883;0.021559263;0.540000022;1;0;1;0;17639;36.20201492;0;1;9.777867639
Missouri;MO;25;1991;29;40982;0.024669368;0.540000022;1;0;1;0;18305;36.21760559;0;1;9.814929526
Missouri;MO;25;1992;29;53254;0.018496264;0.699999988;1;0;1;0;19120;36.301754;0;1;9.858490187
Missouri;MO;25;1993;29;54821;0.017274402;0.699999988;1;0;1;0;19632;36.35516739;0;1;9.884916167
Missouri;MO;25;1994;29;57288;0.019009216;0.680000007;1;0;1;0;20576;36.43617249;0;1;9.931880627
Missouri;MO;25;1995;29;59347;0.018686706;0.709999979;1;1;1;0;21540;36.49969482;0;1;9.977666951
Missouri;MO;25;1996;29;61162;0.018753475;0.620000005;1;1;1;0;22586;36.53993225;0;1;10.02508552
Missouri;MO;25;1997;29;62980;0.018926643;0.620000005;1;1;1;0;23629;36.59480286;0;1;10.07023005
Mississippi;MS;26;1983;28;17802;0.040164027;NA;0;0;0;0;8372;32.99811554;0;0;9.032648084
Mississippi;MS;26;1984;28;18442;0.036818132;NA;0;0;0;0;9122;33.11408997;0;0;9.118444357
Mississippi;MS;26;1985;28;19130;0.034605332;NA;0;0;0;0;9545;33.22182083;0;0;9.163772736
Mississippi;MS;26;1986;28;19226;0.040101945;NA;0;0;1;0;9898;33.39318848;0;0;9.200087996
Mississippi;MS;26;1987;28;20173;0.037475836;NA;1;0;1;0;10484;33.64208221;0;0;9.257605564
Mississippi;MS;26;1988;28;22043;0.032754161;NA;1;0;1;0;11236;33.88824081;0;0;9.326878188
Mississippi;MS;26;1989;28;22895;0.031753659;NA;1;0;1;0;11996;34.10622025;0;0;9.39232854
Mississippi;MS;26;1990;28;24398;0.030740224;0.230000004;1;0;1;0;12706;34.45668793;0;1;9.449829602
Mississippi;MS;26;1991;28;24897;0.028678155;0.319999993;1;0;1;0;13376;34.47629166;0;1;9.501217335
Mississippi;MS;26;1992;28;26239;0.029193185;0.239999995;1;0;1;0;14163;34.51760483;0;1;9.558388209
Mississippi;MS;26;1993;28;26864;0.030263551;0.25;1;0;1;0;14900;34.59160233;0;1;9.609116492
Mississippi;MS;26;1994;28;28548;0.02770772;0.432999998;1;0;1;0;15886;34.66539383;0;1;9.673193497
Mississippi;MS;26;1995;28;29559;0.029364999;0.460000008;1;1;1;0;16574;34.80508423;0;1;9.715590481
Mississippi;MS;26;1996;28;30562;0.026536221;0.459900022;1;1;1;0;17398;34.96229553;0;1;9.764110536
Mississippi;MS;26;1997;28;31519;0.027316857;0.482299984;1;1;1;0;18098;35.07287979;0;1;9.803556714
Montana;MT;27;1983;30;7181;0.039827321;NA;0;0;0;0;10654;33.70046234;0;0;9.273690687
Montana;MT;27;1984;30;7386;0.032223124;0.167999998;0;0;0;0;11252;33.84919357;0;0;9.32830117
Montana;MT;27;1985;30;7572;0.029450608;0.217000008;0;0;0;0;11486;34.01177979;0;0;9.348884181
Montana;MT;27;1986;30;7737;0.028693292;0.294999987;0;0;0;0;12120;34.32669449;0;0;9.40261226
Montana;MT;27;1987;30;8074;0.028981917;0.396500021;1;0;1;0;12619;34.65987778;0;0;9.442958894
Montana;MT;27;1988;30;8138;0.024330303;0.594500005;1;0;1;0;12954;35.00441742;0;1;9.4691599
Montana;MT;27;1989;30;8250;0.021939393;0.617999971;1;0;1;0;14193;35.28573227;0;1;9.560504164
Montana;MT;27;1990;30;8332;0.025444072;0.625999987;1;0;1;0;15038;35.4671402;0;1;9.61833561
Montana;MT;27;1991;30;8314;0.024055809;0.644499958;1;0;1;0;15947;35.60186005;0;1;9.677026003
Montana;MT;27;1992;30;8525;0.022521995;0.680299997;1;0;1;0;16541;35.67782211;0;1;9.713597426
Montana;MT;27;1993;30;8707;0.022395773;0.691999972;1;0;1;0;17571;35.78073502;0;1;9.774005095
Montana;MT;27;1994;30;9116;0.022158841;0.695800006;1;0;1;0;17590;35.96218872;0;1;9.775085838
Montana;MT;27;1995;30;9399;0.022874774;0.700800002;1;0;1;0;18286;36.24868774;0;1;9.813891019
Montana;MT;27;1996;30;9446;0.021172984;0.708000004;1;0;1;0;18872;36.53780365;0;1;9.845434621
Montana;MT;27;1997;30;9392;0.028215503;0.725500047;1;0;1;0;19660;36.82976913;0;1;9.886341394
North Carolina;NC;28;1983;37;45038;0.027399086;NA;0;0;0;0;10172;34.21530533;0;0;9.227394127
North Carolina;NC;28;1984;37;48182;0.030094227;NA;0;0;0;0;11363;34.44893646;0;0;9.338117742
North Carolina;NC;28;1985;37;49923;0.029685715;0.259999991;0;0;0;0;12136;34.63479996;0;0;9.403931521
North Carolina;NC;28;1986;37;52866;0.03115424;0.419999987;0;0;1;0;12900;34.81872559;1;0;9.46498259
North Carolina;NC;28;1987;37;54600;0.029010989;0.779999971;1;0;1;0;13717;35.01980209;1;0;9.526391218
North Carolina;NC;28;1988;37;57943;0.02714737;0.629999995;1;0;1;0;14810;35.18054199;1;0;9.603057907
North Carolina;NC;28;1989;37;60877;0.024163477;0.610000014;1;0;1;0;15827;35.32870865;1;0;9.669472621
North Carolina;NC;28;1990;37;62707;0.022086848;0.579999983;1;0;1;0;16649;35.51916885;1;0;9.720105434
North Carolina;NC;28;1991;37;64883;0.021099517;0.610000014;1;0;1;0;17115;35.63745117;1;0;9.747710551
North Carolina;NC;28;1992;37;67538;0.018730197;0.620000005;1;0;1;0;18230;35.76171112;1;0;9.810823868
North Carolina;NC;28;1993;37;69493;0.019987624;0.629999995;1;0;1;1;19137;35.87254334;1;0;9.859378913
North Carolina;NC;28;1994;37;71928;0.019894894;0.790000022;1;0;1;1;19920;35.97425079;1;0;9.899479531
North Carolina;NC;28;1995;37;76053;0.019039353;0.800000012;1;0;1;1;20996;36.09945297;1;0;9.952087222
North Carolina;NC;28;1996;37;78935;0.018926965;0.800000012;1;0;1;1;22053;36.20905685;1;0;10.00120393
North Carolina;NC;28;1997;37;81893;0.018108996;0.850000024;1;0;1;1;23168;36.27514267;1;0;10.0505273
North Dakota;ND;29;1983;38;5363;0.021629686;NA;0;0;1;0;11100;33.74757004;0;0;9.314700387
North Dakota;ND;29;1984;38;5377;0.018597731;NA;0;0;1;0;11871;33.84547424;0;0;9.38185373
North Dakota;ND;29;1985;38;5387;0.016706888;NA;0;0;1;0;12314;34.03305054;0;0;9.418492105
North Dakota;ND;29;1986;38;5632;0.017755682;NA;0;0;1;0;12625;34.29162216;0;0;9.443434254
North Dakota;ND;29;1987;38;5681;0.017778561;NA;1;0;1;0;13037;34.55361557;0;0;9.475546748
North Dakota;ND;29;1988;38;5765;0.018039895;NA;1;0;1;0;12142;34.89032364;0;0;9.404425796
North Dakota;ND;29;1989;38;5849;0.013848521;NA;1;0;1;0;13669;35.17760086;0;1;9.522885774
North Dakota;ND;29;1990;38;5910;0.01895093;0.280000001;1;0;1;0;15264;35.62972641;0;0;9.633252394
North Dakota;ND;29;1991;38;5951;0.015795665;0.300000012;1;0;1;0;15479;35.69639206;0;0;9.647239546
North Dakota;ND;29;1992;38;6072;0.014492754;0.300000012;1;0;1;0;16866;35.86979294;0;0;9.73305504
North Dakota;ND;29;1993;38;6158;0.014452744;0.300000012;1;0;1;0;17040;36.00231171;0;0;9.7433188
North Dakota;ND;29;1994;38;6338;0.013884506;0.319999993;1;0;1;0;18156;36.14896011;0;0;9.806756364
North Dakota;ND;29;1995;38;6545;0.011306341;0.419999987;1;0;1;0;18149;36.34025955;0;1;9.806370742
North Dakota;ND;29;1996;38;6741;0.012609405;0.430000007;1;0;1;0;20197;36.55766678;0;1;9.913289358
North Dakota;ND;29;1997;38;7123;0.01474098;0.49000001;1;0;1;0;20103;36.71871185;0;1;9.908624337
Nebraska;NE;30;1983;31;11534;0.022108549;0.109999999;0;0;0;0;11401;34.85775757;0;0;9.34145635
Nebraska;NE;30;1984;31;11968;0.023813503;0.150000006;0;0;0;0;12658;34.96073151;0;0;9.446044705
Nebraska;NE;30;1985;31;12054;0.019661523;0.449999988;0;0;1;0;13392;35.07483673;0;0;9.502412793
Nebraska;NE;30;1986;31;12630;0.022961203;0.379999995;0;0;1;0;13875;35.23400879;0;0;9.537843939
Nebraska;NE;30;1987;31;13091;0.022687342;0.289999992;1;0;1;0;14634;35.41464996;0;0;9.591102867
Nebraska;NE;30;1988;31;13407;0.019467443;0.310000002;1;0;1;0;15511;35.54836273;0;0;9.649304729
Nebraska;NE;30;1989;31;13781;0.021478849;0.319999993;1;0;1;0;16371;35.62091827;0;0;9.703266756
Nebraska;NE;30;1990;31;13958;0.018770598;0.330000013;1;0;1;0;17536;35.68227386;0;0;9.77201119
Nebraska;NE;30;1991;31;14095;0.019510465;0.319999993;1;0;1;0;18012;35.69535446;0;0;9.798793481
Nebraska;NE;30;1992;31;14621;0.018398194;0.330000013;1;0;1;0;19157;35.82565308;0;0;9.860423463
Nebraska;NE;30;1993;31;14777;0.017188875;0.540000022;1;0;1;0;19714;35.90143204;0;1;9.889084322
Nebraska;NE;30;1994;31;15466;0.017522307;0.629999995;1;0;1;0;20365;35.97546387;0;1;9.92157302
Nebraska;NE;30;1995;31;15807;0.016068831;0.639999986;1;1;1;0;21029;36.08698273;0;1;9.953657716
Nebraska;NE;30;1996;31;16238;0.018044094;0.649999976;1;1;1;0;22847;36.17398071;0;1;10.0365751
Nebraska;NE;30;1997;31;17077;0.017684605;0.629999995;1;1;1;0;23618;36.22448349;0;1;10.06976441
New Hampshire;NH;31;1983;33;7181;0.026597967;NA;0;0;0;0;13011;34.50314331;0;0;9.473550433
New Hampshire;NH;31;1984;33;7294;0.026323006;NA;0;0;0;0;14518;34.63434601;0;0;9.583144538
New Hampshire;NH;31;1985;33;7538;0.025338287;NA;0;0;1;0;15842;34.74155808;0;0;9.67041992
New Hampshire;NH;31;1986;33;7913;0.021736383;0.262999982;0;0;1;0;17033;34.74733734;0;0;9.742907918
New Hampshire;NH;31;1987;33;9167;0.019526564;0.273400009;1;0;1;0;18362;34.79731369;0;0;9.818038591
New Hampshire;NH;31;1988;33;9507;0.017460818;0.371600002;1;0;1;0;19733;34.74615479;0;0;9.89004764
New Hampshire;NH;31;1989;33;9819;0.019044709;0.504700005;1;0;1;0;20559;34.73482895;0;0;9.93105408
New Hampshire;NH;31;1990;33;9844;0.016050385;0.517400026;1;0;1;0;20728;34.96724319;0;0;9.939240722
New Hampshire;NH;31;1991;33;9935;0.014494212;0.485999972;1;0;1;0;21390;35.07247925;0;0;9.970678802
New Hampshire;NH;31;1992;33;10067;0.012118804;0.497000009;1;0;1;0;22234;35.24674988;0;0;10.00937793
New Hampshire;NH;31;1993;33;10342;0.011699865;0.505699992;1;0;1;0;22710;35.41042709;0;0;10.03056064
New Hampshire;NH;31;1994;33;10501;0.011332254;0.537000001;1;0;1;1;24119;35.56836319;0;0;10.09075519
New Hampshire;NH;31;1995;33;10643;0.011087099;0.570299983;1;0;1;1;25313;35.77236938;0;0;10.13907338
New Hampshire;NH;31;1996;33;10987;0.012196232;0.560299993;1;0;1;1;26418;35.97537994;0;0;10.18180087
New Hampshire;NH;31;1997;33;11202;0.011158722;0.577000022;1;0;1;1;27766;36.1307869;0;0;10.23156753
New Jersey;NJ;32;1983;34;52217;0.017848594;NA;0;0;1;0;15080;35.9706459;0;0;9.621124642
New Jersey;NJ;32;1984;34;52312;0.017625019;0.180000007;0;0;1;0;16680;36.09489059;0;0;9.721965676
New Jersey;NJ;32;1985;34;53108;0.018151691;0.400000006;0;0;1;0;17807;36.21273804;0;1;9.787346917
New Jersey;NJ;32;1986;34;55350;0.018771455;0.352999985;0;0;1;0;18900;36.28624344;0;1;9.846917201
New Jersey;NJ;32;1987;34;57071;0.017925041;0.350999981;0;0;1;0;20391;36.37606812;0;1;9.922848906
New Jersey;NJ;32;1988;34;58725;0.017896978;0.414000005;0;0;1;0;22302;36.43306351;0;1;10.01243164
New Jersey;NJ;32;1989;34;59898;0.014875288;0.440999985;0;0;1;0;23751;36.48287964;0;1;10.07537991
New Jersey;NJ;32;1990;34;58923;0.015036573;0.504000008;0;0;1;0;24883;36.63530731;0;1;10.12194012
New Jersey;NJ;32;1991;34;59289;0.013206497;0.525999963;0;0;1;0;25328;36.66513443;0;1;10.13966578
New Jersey;NJ;32;1992;34;59410;0.012842956;0.713000059;0;0;1;0;26749;36.75086594;0;1;10.19425237
New Jersey;NJ;32;1993;34;59726;0.013210327;0.64199996;0;0;1;0;27457;36.79402924;0;1;10.22037642
New Jersey;NJ;32;1994;34;60466;0.012585585;0.610000014;0;0;1;0;28333;36.82069778;0;1;10.25178248
New Jersey;NJ;32;1995;34;61012;0.012686029;0.606999993;0;0;1;0;29568;36.8855896;0;1;10.29444797
New Jersey;NJ;32;1996;34;62334;0.013058684;0.602999985;0;0;1;0;30892;36.99505234;0;1;10.33825253
New Jersey;NJ;32;1997;34;63308;0.012241739;0.620000005;0;0;1;0;32356;37.10776901;0;1;10.38455475
New Mexico;NM;33;1983;35;11678;0.045470115;NA;0;0;1;0;10072;31.99305725;0;0;9.217514576
New Mexico;NM;33;1984;35;12432;0.039977476;NA;0;0;1;0;10861;32.15180588;0;0;9.29293367
New Mexico;NM;33;1985;35;13269;0.040319543;NA;0;0;1;0;11592;32.35085297;0;0;9.358070484
New Mexico;NM;33;1986;35;13171;0.037886266;NA;0;0;1;0;11820;32.55931854;1;0;9.377548291
New Mexico;NM;33;1987;35;15116;0.037576079;NA;1;0;1;0;12257;32.77510452;1;0;9.413852481
New Mexico;NM;33;1988;35;15283;0.03186547;NA;1;0;1;0;12865;32.95023346;1;0;9.462265725
New Mexico;NM;33;1989;35;15839;0.033966791;NA;1;0;1;0;13619;33.18146896;1;0;9.519221156
New Mexico;NM;33;1990;35;16148;0.030901659;0.589999974;1;0;1;0;14480;33.48713303;1;0;9.580523666
New Mexico;NM;33;1991;35;16773;0.027961604;0.670000017;1;0;1;0;15069;33.59814453;1;0;9.620394932
New Mexico;NM;33;1992;35;18452;0.024929548;0.660000026;1;0;1;0;15762;33.74028778;1;0;9.665357259
